objectid,site_oid,muni_id,municipal,type_id,subtype_id,commtype,county,subregion,hsubmkt,transittyp,nparcels,parcelids,parceladdr,highway,statname,stattyp,busstop,land_value,bldg_value,othr_value,total_valu,bldlnd_rat,yr_built,buildar_ac,landv_pac,totvalpacr,sitearea_a,imppreac,pavear_ac,dstswrft,walkscore,pub_ind,noncarcmtp,jobs45tr,jobs30car,ch21e_p,aulsite_p,fz100_p,fz500_p,excl_p,z2wpa_p,opensp_p,wtlnd100_p,estcapres,estcapmix,taxrv_pre,taxrv_post,far_pre,hlthcmscr,hlthwtscr,travchscr,grwtpotscr,ovscr,scrcat,taxrevchg,munirank,regirank,munpctile,munqntile,regipctile,long,lat,shape
19,9471.00000000,274.00000000,Somerville,378.00000000,382.00000000,Inner Core,Middlesex County,Inner Core (ICC) Subregion,3.00000000,Transformational Subway,1.00000000,[1252439],16 BEACON ST, ,Union Square Glx,Rapid Transit, ,1180500.00000000,1378000.00000000,83400.00000000,2641900.00000000,1.17000000,1993.00000000,0.56000000,5357654.00000000,4730916.95561759,0.56000000,28.59000000,0.00000000,21.00000000,88.00000000,4.00000000,62.10000000,699283.00000000,1288229.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,58.00000000,48.00000000,43116.00000000,208033.00000000,0.87000000,0.90000000,1.00000000,0.92000000,0.62000000,3.58000000,5.00000000,164917.00000000,17.00000000,105.00000000,77.50000000,4.00000000,96.60000000,-71.10266254,42.37480320,4C00000007000000080010006A69000030010000011000049BC1C98DB31597939BA2A511D4E62ABAA92FD08D2AEAA32686EE16FCE1189E8406A8B105AAAB14DE8C1696D523A2B620F0001500
20,10257.00000000,274.00000000,Somerville,378.00000000,382.00000000,Inner Core,Middlesex County,Inner Core (ICC) Subregion,3.00000000, ,1.00000000,[1241707],105 ALEWIFE BROOK PKWY,16, , ,MBTA Key Bus Route: 77,2283800.00000000,2113400.00000000,486000.00000000,4883200.00000000,0.93000000,1970.00000000,1.77000000,5357654.00000000,2765846.76621946,1.77000000,60.23000000,0.00000000,35.00000000,60.30000000,1.00000000,44.50000000,322190.00000000,1135337.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,147.00000000,110.00000000,79694.00000000,475619.00000000,0.68000000,0.73000000,1.00000000,0.86000000,0.79000000,3.56000000,5.00000000,395926.00000000,19.00000000,123.00000000,74.60000000,4.00000000,96.00000000,-71.13261399,42.40690645,640000000B000000080010006A6900008801000001100004AF8696F6B215B3B18EC4A511C28038A4DD24D2DB079ACC13C4A4218AEA15C2E509DCE609FCAE18EADA1BFE8011D8C715C6D206DAF908AEF003DEC102A8826DDCC34784F329AAF23F00000000
21,10018.00000000,274.00000000,Somerville,378.00000000,382.00000000,Inner Core,Middlesex County,Inner Core (ICC) Subregion,3.00000000,Neighborhood Subway,3.00000000,[1245701 1245790 1245832],"377, 381, 391 SUMMER ST", ,Davis,Rapid Transit, ,4029200.00000000,3991900.00000000,382600.00000000,8403700.00000000,0.99000000,2010.00000000,0.64000000,5357654.00000000,13161750.86455013,0.64000000,41.30000000,0.00000000,19.00000000,98.00000000,2.00000000,66.10000000,707621.00000000,1273719.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,53.00000000,40.00000000,137148.00000000,172005.00000000,1.75000000,0.88000000,1.00000000,0.93000000,0.60000000,3.55000000,5.00000000,34856.00000000,20.00000000,132.00000000,73.20000000,4.00000000,95.70000000,-71.12087925,42.39452361,9300000014000000080010006A690000B701000001100004A1E8D3FEB215ABBCBDB7A511D6E70BDCFF0FF8719457DAFF06DA9309B04AE69C01A0D103CC8F07A0C304D6D409A6B00DF0C90E80A90ACC9B0B8ACA02D4C5021A56B6AA0BF88E09A68117E0F01286C210BEFF14BEF20680E308D2E21796B712EEE50BA89209BE890486B205CCFF0DBAF50BE4CF1BAC901800080000
22,10040.00000000,274.00000000,Somerville,378.00000000,382.00000000,Inner Core,Middlesex County,Inner Core (ICC) Subregion,3.00000000,Neighborhood Subway,2.00000000,[1240163 1240549],45 - 49 DAY ST, ,Davis,Rapid Transit, ,2742200.00000000,1356600.00000000,115600.00000000,4214400.00000000,0.49000000,1991.00000000,0.49000000,5357654.00000000,8641425.09572220,0.49000000,36.72000000,0.00000000,21.00000000,98.00000000,2.00000000,66.10000000,707621.00000000,1257149.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,41.00000000,30.00000000,68779.00000000,131381.00000000,0.75000000,0.88000000,1.00000000,0.92000000,0.59000000,3.54000000,5.00000000,62602.00000000,21.00000000,140.00000000,71.80000000,4.00000000,95.40000000,-71.12370646,42.39580229,700000000D000000080010006A6900009401000001100004A1A8DFFCB21587C5A4B8A51190DB0B98970994FB04ACF1038AE506A49E05E4AF19A8DC20C0A30FE6E104F6B907EEAE01E8DE02E2E701CCA304C2A202F0A204C4A202D0E112ECA210A0A01FDAD42880B617B2AE12F0001500
23,9741.00000000,274.00000000,Somerville,378.00000000,382.00000000,Inner Core,Middlesex County,Inner Core (ICC) Subregion,3.00000000, ,1.00000000,[1250857],526 SOMERVILLE AVE, , , , ,1217300.00000000,1423900.00000000,111600.00000000,2752800.00000000,1.17000000,1996.00000000,0.77000000,5357654.00000000,3575581.66205519,0.77000000,31.28000000,0.00000000,10.00000000,88.00000000,3.00000000,57.20000000,604928.00000000,1262428.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,64.00000000,48.00000000,44926.00000000,207401.00000000,0.41000000,0.86000000,1.00000000,0.91000000,0.62000000,3.53000000,5.00000000,162475.00000000,22.00000000,150.00000000,70.40000000,4.00000000,95.10000000,-71.10683911,42.38284139,700000000F000000080010006A69000094010000011000048FF18A8AB315898DCFAAA511A2AE0384C609BAC50C88EC2B00889E01F816A843F02C9A70F870B870E843805AC6E211B8FE06E4EC0494B801E05A8A1BDA95119A8D05FCB021F28058AABB30EED210A2B70BA2A421F0001500
24,9608.00000000,274.00000000,Somerville,378.00000000,382.00000000,Inner Core,Middlesex County,Inner Core (ICC) Subregion,2.00000000,Transformational Subway,2.00000000,[1251816 1251827],286 - 290 SOMERVILLE AVE, ,Union Square Glx,Rapid Transit, ,1428400.00000000,784000.00000000,97000.00000000,2309400.00000000,0.55000000,1965.00000000,0.42000000,5357654.00000000,5468938.00238102,0.42000000,15.38000000,0.00000000,3.00000000,91.00000000,2.00000000,49.40000000,702421.00000000,1325603.00000000,19.10000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,44.00000000,36.00000000,37689.00000000,119935.00000000,0.35000000,0.82000000,1.00000000,0.91000000,0.64000000,3.52000000,5.00000000,82245.00000000,23.00000000,165.00000000,69.00000000,4.00000000,94.60000000,-71.09458538,42.37891185,5E0000000A000000080010006A69000082010000011000049FC9B493B315A5E8B5A6A511B8910FFC96058A99199AA91580F90DA6AB1CE2AF1DAEFE0DF8F80CA89506E4A90EDAFA1E9ED703CEC401F8E90AE2F31C96C009D0A0030000F000
25,10034.00000000,274.00000000,Somerville,378.00000000,382.00000000,Inner Core,Middlesex County,Inner Core (ICC) Subregion,3.00000000,Neighborhood Subway,3.00000000,[1244783 1244870 1245349],246 - 256 ELM ST; 55 CHESTER ST, ,Davis,Rapid Transit, ,4079500.00000000,4221600.00000000,256700.00000000,8557800.00000000,1.03000000,1920.00000000,0.59000000,5357654.00000000,14576038.09270162,0.59000000,46.94000000,0.00000000,20.00000000,97.00000000,2.00000000,66.10000000,707621.00000000,1274797.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,49.00000000,36.00000000,139663.00000000,158163.00000000,2.13000000,0.88000000,1.00000000,0.93000000,0.57000000,3.51000000,5.00000000,18500.00000000,24.00000000,176.00000000,67.60000000,4.00000000,94.20000000,-71.12237363,42.39546399,8A00000012000000080010006A690000AE01000001100004ADBFEFFDB215899092B8A511C2D20E86A321D41C9640F69C1EF2DE0DFEC41DD4AD0DAEF505D6F70BAEEC05D48E0C9EB11DB0CD0DA29E03F0AD07A2C301DA9603909905E0B40DE6A60DD6D706BAF10CF4F818A2E00ABE880AB243BC37B0A31894DD16E28D04A0FA08FAC407AA90110000F000
26,9548.00000000,274.00000000,Somerville,378.00000000,382.00000000,Inner Core,Middlesex County,Inner Core (ICC) Subregion,2.00000000,Transformational Subway,1.00000000,[1252141],216 MCGRATH HWY, ,Washington Street,Rapid Transit, ,1081500.00000000,134500.00000000,30300.00000000,1246300.00000000,0.12000000,1935.00000000,0.32000000,5357654.00000000,3939683.36401618,0.32000000,7.03000000,0.00000000,0.00000000,94.00000000,2.00000000,49.40000000,702779.00000000,1313864.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,33.00000000,27.00000000,20340.00000000,89848.00000000,0.21000000,0.87000000,1.00000000,0.91000000,0.59000000,3.50000000,5.00000000,69509.00000000,25.00000000,179.00000000,66.20000000,4.00000000,94.10000000,-71.08872654,42.37673217,2301000038000000080010006A690000870400000110000489CDC098B315B3E5A0A4A5118CDB02B4D304C4278E19CCF01CB8F212D6B203969C02FED1098C8006C68001A458D88501BE50C68A019A48DA8E01B63ECE92019436E29501922CFC97019023F499019019D09B01AE0FF09B01AC05EE9B01D204D29B01F40DD29A01F417DA9801F421E49501D62BEC9201D834D870E82FD67BE231FE50EA24E24FC427E64ED82AEA4CD42CD04BE82FD649C032DC47D834C246F236E843E839CC42E23BD63FFA3DFA3DF43FC43BCE42CA39C644D236E046DA34FA47E231F449C82FD04BD42CEC4CDA29E44EC427C250CC24FC50D621DA52C01ED653E81BF254F218D055DC15CC56ACBD02D0D00F9870EACC04A4BA04B222821DD4DB039CB13F96EE0300F00015
27,9591.00000000,274.00000000,Somerville,378.00000000,382.00000000,Inner Core,Middlesex County,Inner Core (ICC) Subregion,2.00000000,Transformational Subway,2.00000000,[1251715 1251866],230 - 236 SOMERVILLE AVE, ,Union Square Glx,Rapid Transit, ,1018400.00000000,1455300.00000000,30100.00000000,2503800.00000000,1.43000000,1946.00000000,0.52000000,5357654.00000000,4810878.37740745,0.52000000,41.12000000,0.00000000,16.00000000,89.00000000,2.00000000,49.40000000,702421.00000000,1312945.00000000,0.00000000,0.80000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,54.00000000,45.00000000,40862.00000000,147817.00000000,1.05000000,0.85000000,1.00000000,0.91000000,0.57000000,3.46000000,5.00000000,106955.00000000,27.00000000,225.00000000,63.40000000,4.00000000,92.60000000,-71.09216424,42.37804031,9200000015000000080010006A690000B601000001100004BDD4CA95B3158FA4F7A5A511F8CF21A68F10CCFC10A491088C38F2BD21B2CC12BE1E94181EA4F303B004E839C0A916E4B502F403BE1ED2CD12A0C8129C1F8213C2C801B667C8AE089866E09C08A626EC8D0396EE10A2FC02929F14AEC803C2D603B6AF13D28E11F08103EE9402B6910FE0D90490EE200000F000
28,10021.00000000,274.00000000,Somerville,378.00000000,382.00000000,Inner Core,Middlesex County,Inner Core (ICC) Subregion,3.00000000,Neighborhood Subway,2.00000000,[1245667 1245715],230 - 236 ELM ST, ,Davis,Rapid Transit, ,2910600.00000000,2084800.00000000,110700.00000000,5106100.00000000,0.72000000,1920.00000000,0.43000000,5357654.00000000,11866703.14640990,0.43000000,32.66000000,0.00000000,13.00000000,98.00000000,2.00000000,66.10000000,707621.00000000,1278862.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,36.00000000,27.00000000,83332.00000000,115916.00000000,1.44000000,0.88000000,1.00000000,0.93000000,0.53000000,3.46000000,5.00000000,32584.00000000,26.00000000,223.00000000,64.80000000,4.00000000,92.70000000,-71.12189131,42.39472448,660000000C000000080010006A6900008A010000011000049FD78DFEB215AFB98EB7A511B49919A2BE17CCBC0AA09613DAEC09B8FE11D69D22DED4119AC508FA8009D48F14FCF612AE65DA6DBC9A0BEA980CFA47D84EA0B00EDCC80FB28C0F92950E00000000
29,9817.00000000,274.00000000,Somerville,378.00000000,382.00000000,Inner Core,Middlesex County,Inner Core (ICC) Subregion,3.00000000,Neighborhood Subway,1.00000000,[1249629],711 SOMERVILLE AVE, ,Porter,Rapid Transit, ,1111800.00000000,727600.00000000,97500.00000000,1936900.00000000,0.65000000,1975.00000000,0.45000000,5357654.00000000,4268496.75205950,0.45000000,15.53000000,0.00000000,19.00000000,86.00000000,2.00000000,60.20000000,702868.00000000,1234910.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,38.00000000,28.00000000,31610.00000000,122241.00000000,0.31000000,0.85000000,1.00000000,0.91000000,0.56000000,3.45000000,5.00000000,90630.00000000,28.00000000,235.00000000,62.00000000,4.00000000,92.30000000,-71.11426330,42.38617303,680000000C000000080010006A6900008C01000001100004A3D9A484B3158BA589AEA511B68D09A6A709EAFB07B6940CF6C005B8B308CAB30684E409EABB0E9A8D16DC9E15FA930CD6B203E8F801C0B70FEE9D13B4EB35D69128AA5CC445B2DC0AB89E0CF0001500
30,9640.00000000,274.00000000,Somerville,378.00000000,382.00000000,Inner Core,Middlesex County,Inner Core (ICC) Subregion,3.00000000,Transformational Subway,2.00000000,[1247769 1251724],249 - 255 WASHINGTON ST, ,Union Square Glx,Rapid Transit, ,1422300.00000000,1674800.00000000,51300.00000000,3148400.00000000,1.18000000,1900.00000000,0.41000000,5357654.00000000,7713836.61370373,0.41000000,37.21000000,0.00000000,21.00000000,97.00000000,2.00000000,41.60000000,679229.00000000,1287083.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,43.00000000,35.00000000,51382.00000000,152048.00000000,1.30000000,0.89000000,1.00000000,0.90000000,0.54000000,3.45000000,5.00000000,100666.00000000,29.00000000,240.00000000,60.60000000,4.00000000,92.10000000,-71.09432061,42.37989372,5D0000000A000000080010006A69000081010000011000049BFC8594B315BBF6CFA7A511C69A1DB6D903A2D80896CF29E2FB0AA09601D6F90C88B201F6CB01BA15D6A312C8B53EAAC31ED0E603BEC11CF6C50380A005A0D915000000F0
31,10054.00000000,274.00000000,Somerville,378.00000000,382.00000000,Inner Core,Middlesex County,Inner Core (ICC) Subregion,3.00000000,Neighborhood Subway,3.00000000,[1240772 1244683 1244701],"407, 409, 413 HIGHLAND AVE", ,Davis,Rapid Transit, ,2910100.00000000,1128800.00000000,2200.00000000,4041100.00000000,0.39000000,1910.00000000,0.38000000,5357654.00000000,10739882.71103642,0.38000000,26.66000000,0.00000000,29.00000000,97.00000000,2.00000000,54.40000000,696341.00000000,1284725.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,31.00000000,23.00000000,65951.00000000,101364.00000000,1.29000000,0.88000000,1.00000000,0.91000000,0.53000000,3.44000000,5.00000000,35413.00000000,31.00000000,253.00000000,57.70000000,3.00000000,91.70000000,-71.12126278,42.39631585,680000000C000000080010006A6900008C01000001100004A5A3E2FEB2158BB0FEB8A511AABA05B8C10AD0B20FA8FF04F6F725B6A80CDCCE03DC900BC8E20CFAD615965BE22FA4C709DEC205B6EA09CEDA058CBD0EDEA608AC9C0BF8B60698B812A4A61F00000000
67,9818.00000000,274.00000000,Somerville,378.00000000,382.00000000,Inner Core,Middlesex County,Inner Core (ICC) Subregion,3.00000000,Transformational Subway,1.00000000,[1245254],44 BROADWAY, ,Sullivan Square,Rapid Transit, ,619500.00000000,561300.00000000,69900.00000000,1250700.00000000,0.91000000,1900.00000000,0.31000000,5357654.00000000,4060790.77521760,0.31000000,12.69000000,0.00000000,2.00000000,82.00000000,1.00000000,42.70000000,771434.00000000,1367349.00000000,100.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,32.00000000,27.00000000,20411.00000000,114737.00000000,0.20000000,0.54000000,1.00000000,0.91000000,0.50000000,3.07000000,4.00000000,94325.00000000,66.00000000,1158.00000000,8.50000000,1.00000000,61.90000000,-71.07951388,42.38617371,630000000B000000080010006A6900008701000001100004BFA2D09FB3158BC1B7AEA511F88624A0B20DC4C701804AE4C1079EE502CAE20998D003CEB407CAA214CCBF03E0C709ACBA12EEF7068ABB12EEF706BAB311D0C50694BB0B80EC1D00F00015
32,9863.00000000,274.00000000,Somerville,378.00000000,382.00000000,Inner Core,Middlesex County,Inner Core (ICC) Subregion,3.00000000,Transformational Subway,1.00000000,[1243581],130 BROADWAY, ,Sullivan Square,Rapid Transit, ,801200.00000000,1750000.00000000,66200.00000000,2617400.00000000,2.18000000,1920.00000000,0.66000000,5357654.00000000,3956581.82060736,0.66000000,44.17000000,0.00000000,19.00000000,94.00000000,2.00000000,42.70000000,704348.00000000,1308333.00000000,0.00000000,0.50000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,69.00000000,57.00000000,42716.00000000,246440.00000000,0.79000000,0.87000000,1.00000000,0.90000000,0.55000000,3.44000000,5.00000000,203724.00000000,30.00000000,245.00000000,59.20000000,3.00000000,92.00000000,-71.08468237,42.38761165,7E00000010000000080010006A690000A201000001100004B5E9B39BB315BFA9D6AFA5119AA61AA4A032E68C2D84E81AF649881ACEDE0CC8D71586E501CE8801C6B406F8820DFA9705F0C40AA8D106C0AF03DAF406CC890EC8BD06D0990DB8CE07F2DB03BCE605D2DB03E41CE231ACBE18F2980D88FD0A82D71400001A00
33,9778.00000000,274.00000000,Somerville,378.00000000,382.00000000,Inner Core,Middlesex County,Inner Core (ICC) Subregion,3.00000000, ,1.00000000,[1250537],599 SOMERVILLE AVE, , , ,MBTA Key Bus Route: 77,1127800.00000000,938600.00000000,105900.00000000,2172300.00000000,0.83000000,1900.00000000,0.47000000,5357654.00000000,4665050.64557559,0.47000000,33.50000000,0.00000000,20.00000000,88.00000000,3.00000000,57.20000000,604928.00000000,1226454.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,39.00000000,29.00000000,35452.00000000,125443.00000000,1.04000000,0.86000000,1.00000000,0.90000000,0.54000000,3.43000000,5.00000000,89991.00000000,32.00000000,272.00000000,56.30000000,3.00000000,91.10000000,-71.10984728,42.38423029,8500000011000000080010006A690000A901000001100004BBBAB087B315B5C6C3ACA511F4B80EC8803080FD13F0F4058CDA0AF29503B48B2ADEBA0C908609A8B313F68C11AED207A2A604828A09DAF9159ED707CAA906BA9A02D0C40A9CD803969604B2F20DFEAB0A9889038630B28601C0FD029871E21DC28C01D0E306AA8102000000F0
34,10089.00000000,274.00000000,Somerville,378.00000000,382.00000000,Inner Core,Middlesex County,Inner Core (ICC) Subregion,3.00000000,Neighborhood Subway,1.00000000,[1244164],37 FREMONT ST, ,Lowell Street Glx,Rapid Transit,RTA: MVRTA,786700.00000000,555400.00000000,0.00000000,1342100.00000000,0.71000000,1920.00000000,0.55000000,5357654.00000000,2429231.27530249,0.55000000,48.98000000,0.00000000,21.00000000,68.00000000,2.00000000,36.10000000,491897.00000000,1296510.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,46.00000000,34.00000000,21903.00000000,148833.00000000,0.94000000,0.78000000,1.00000000,0.88000000,0.60000000,3.40000000,5.00000000,126930.00000000,34.00000000,311.00000000,53.50000000,3.00000000,89.80000000,-71.09812463,42.39769873,740000000E000000080010006A6900009801000001100004B3F3D990B315A7BC9BBAA511B8D706A29B0B889C0780E70A96F906A4890B8A75A8B101A2A106A0BD098A9707A6EF0AA6850386CE04DA9C2582FC18E4BC10F2C618C45AD29801E8C217C08524988D26E4A919A0C701ACD80200000000
35,9643.00000000,274.00000000,Somerville,378.00000000,382.00000000,Inner Core,Middlesex County,Inner Core (ICC) Subregion,3.00000000,Transformational Subway,2.00000000,[1247774 1251562],45 - 51 UNION SQ, ,Union Square Glx,Rapid Transit, ,1273800.00000000,1392600.00000000,16100.00000000,2682500.00000000,1.09000000,1900.00000000,0.34000000,5357654.00000000,7830139.65681928,0.34000000,24.26000000,0.00000000,0.00000000,97.00000000,2.00000000,41.60000000,620888.00000000,1289555.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,36.00000000,30.00000000,43778.00000000,127624.00000000,1.54000000,0.89000000,1.00000000,0.89000000,0.51000000,3.40000000,5.00000000,83845.00000000,33.00000000,300.00000000,54.90000000,3.00000000,90.10000000,-71.09614828,42.38007028,8000000010000000080010006A690000A4010000011000048DACA792B3158BFE8AA8A511F8E008C48209FEB5069ED507C6AA0EFCE80E9617C028A4DE05F2CF0782BD0CE2C91094A701CADE01AAD40CE2F809B6D30DC6F60486A70DACF411AC9C01BED201BA8301A4A901B49F0588DE06D4E615BCE110C0C30F96F20CF0001500
36,9667.00000000,274.00000000,Somerville,378.00000000,382.00000000,Inner Core,Middlesex County,Inner Core (ICC) Subregion,2.00000000,Transformational Subway,1.00000000,[1246534],120 WASHINGTON ST, ,Washington Street,Rapid Transit, ,783400.00000000,573400.00000000,54900.00000000,1411700.00000000,0.73000000,1985.00000000,0.51000000,5357654.00000000,2772459.57004193,0.51000000,9.67000000,0.00000000,41.00000000,80.00000000,2.00000000,49.40000000,702779.00000000,1268278.00000000,0.00000000,63.50000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,53.00000000,44.00000000,23039.00000000,144619.00000000,0.20000000,0.67000000,1.00000000,0.90000000,0.66000000,3.39000000,5.00000000,121580.00000000,36.00000000,326.00000000,50.70000000,3.00000000,89.30000000,-71.08666678,42.38065729,FB0000002D000000080010006A6900009F03000001100004AB88DB9AB315ADDB86A8A511E4C308BCE701FCB10880AD02C09D0888F002F08308B4B203C8E1048C8B02ECE908A68905F6FE0AB6D907E6FA02928902C2FA019CBF01DA854AA4EB3BFADB11ACF20CE245B02CFE46BA29D8488228F649A825F04AB022CE4CBA1FEA4CA21DC84E8A1BC24F9218C2509C15DE50A412FE508C10DC51B80CFA519E0ADA52A807DA52B004D852BA01F8527CD852F403DA52EC06FA51E009FA51DA0CFE50F00EFE50C612C050DE14C44FD617C4E208DAB10390AA14F0DB258ABD64FC9D268EBE07CE9C12B29A01CEF802BCAE3AFCDA04DECF0890A50100F00015
37,10006.00000000,274.00000000,Somerville,378.00000000,382.00000000,Inner Core,Middlesex County,Inner Core (ICC) Subregion,3.00000000,Neighborhood Subway,1.00000000,[1246248],337 BROADWAY, ,Gilman Square Glx,Rapid Transit, ,1101600.00000000,3947200.00000000,294300.00000000,5343100.00000000,3.58000000,1993.00000000,1.27000000,5357654.00000000,4198969.95900248,1.27000000,55.68000000,0.00000000,13.00000000,78.00000000,2.00000000,36.10000000,595520.00000000,1293471.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,106.00000000,79.00000000,87199.00000000,342794.00000000,0.76000000,0.83000000,1.00000000,0.89000000,0.56000000,3.39000000,5.00000000,255595.00000000,35.00000000,313.00000000,52.10000000,3.00000000,89.70000000,-71.09452332,42.39372836,700000000D000000080010006A6900009401000001100004B9F2D693B3159383D2B6A511C2E70AAE9F07D4C710A48E0BECC70FF69A17C88B0AA0DE06CCF308EAA50DD0D913CCB61DACA41AE0AA1294D337F0E72696882DA6C043D8A908B8CA05C8AE0CA4A508D0DB1888CB10F0001500
