"mode","season","route_id","route_name","dir_id","day_type_id","day_type_name","stop_name","parent_station","total_ons","total_offs","number_service_days","hour_of_service","average_ons","average_offs","average_flow"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Haymarket","place-haecl","1","95","13","12:00:00","0","7","9"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Haymarket","place-haecl","0","152","13","13:00:00","0","12","20"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Haymarket","place-haecl","0","0","13","14:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Haymarket","place-haecl","0","206","13","15:00:00","0","16","25"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Haymarket","place-haecl","0","0","13","16:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Haymarket","place-haecl","0","0","13","17:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Haymarket","place-haecl","0","0","13","18:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Haymarket","place-haecl","0","36","13","19:00:00","0","3","8"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Haymarket","place-haecl","0","0","13","20:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Haymarket","place-haecl","0","0","13","21:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Haymarket","place-haecl","0","51","13","22:00:00","0","4","10"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Haymarket","place-haecl","0","336","13","23:00:00","0","26","56"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Hynes Convention Center","place-hymnl","512","71","14","00:00:00","37","5","77"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Hynes Convention Center","place-hymnl","287","14","14","01:00:00","21","1","35"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Hynes Convention Center","place-hymnl","29","2","14","02:00:00","2","0","4"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Hynes Convention Center","place-hymnl","0","0","14","03:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Hynes Convention Center","place-hymnl","0","0","14","04:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Hynes Convention Center","place-hymnl","91","25","14","05:00:00","7","2","20"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Hynes Convention Center","place-hymnl","96","85","14","06:00:00","7","6","34"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Hynes Convention Center","place-hymnl","132","148","14","07:00:00","9","11","57"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Hynes Convention Center","place-hymnl","232","263","14","08:00:00","17","19","94"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Hynes Convention Center","place-hymnl","342","347","14","09:00:00","24","25","136"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Hynes Convention Center","place-hymnl","645","571","14","10:00:00","46","41","200"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Hynes Convention Center","place-hymnl","889","627","14","11:00:00","64","45","223"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Hynes Convention Center","place-hymnl","1437","762","14","12:00:00","103","54","325"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Hynes Convention Center","place-hymnl","1879","821","14","13:00:00","134","59","347"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Hynes Convention Center","place-hymnl","1572","564","14","14:00:00","112","40","282"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Hynes Convention Center","place-hymnl","2271","696","14","15:00:00","162","50","362"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Hynes Convention Center","place-hymnl","2370","618","14","16:00:00","169","44","362"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Hynes Convention Center","place-hymnl","1990","327","14","17:00:00","142","23","280"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Hynes Convention Center","place-hymnl","2778","518","14","18:00:00","198","37","418"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Hynes Convention Center","place-hymnl","1919","409","14","19:00:00","137","29","323"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Hynes Convention Center","place-hymnl","1016","245","14","20:00:00","73","18","182"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Hynes Convention Center","place-hymnl","1161","199","14","21:00:00","83","14","170"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Hynes Convention Center","place-hymnl","1087","180","14","22:00:00","78","13","168"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Hynes Convention Center","place-hymnl","1318","153","14","23:00:00","94","11","215"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kenmore","place-kencl","412","51","14","00:00:00","29","4","43"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kenmore","place-kencl","204","2","14","01:00:00","15","0","16"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kenmore","place-kencl","27","0","14","02:00:00","2","0","2"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kenmore","place-kencl","0","0","14","03:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kenmore","place-kencl","0","0","14","04:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kenmore","place-kencl","117","13","14","05:00:00","8","1","16"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kenmore","place-kencl","145","45","14","06:00:00","10","3","35"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kenmore","place-kencl","219","57","14","07:00:00","16","4","63"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kenmore","place-kencl","285","89","14","08:00:00","20","6","89"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kenmore","place-kencl","511","198","14","09:00:00","36","14","148"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kenmore","place-kencl","595","157","14","10:00:00","42","11","184"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kenmore","place-kencl","784","207","14","11:00:00","56","15","213"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kenmore","place-kencl","1075","317","14","12:00:00","77","23","277"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kenmore","place-kencl","1122","302","14","13:00:00","80","22","268"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kenmore","place-kencl","976","271","14","14:00:00","70","19","214"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kenmore","place-kencl","1418","268","14","15:00:00","101","19","263"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kenmore","place-kencl","1035","230","14","16:00:00","74","16","223"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kenmore","place-kencl","1009","150","14","17:00:00","72","11","170"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kenmore","place-kencl","1451","274","14","18:00:00","104","20","254"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kenmore","place-kencl","1548","271","14","19:00:00","111","19","216"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kenmore","place-kencl","674","191","14","20:00:00","48","14","127"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kenmore","place-kencl","599","108","14","21:00:00","43","8","90"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kenmore","place-kencl","777","125","14","22:00:00","56","9","100"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kenmore","place-kencl","1319","100","14","23:00:00","94","7","132"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kent Street","place-kntst","3","1","14","00:00:00","0","0","10"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kent Street","place-kntst","0","0","14","01:00:00","0","0","1"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kent Street","place-kntst","0","0","14","02:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kent Street","place-kntst","0","0","14","03:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kent Street","place-kntst","0","0","14","04:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kent Street","place-kntst","1","1","14","05:00:00","0","0","8"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kent Street","place-kntst","27","5","14","06:00:00","2","0","24"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kent Street","place-kntst","54","6","14","07:00:00","4","0","48"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kent Street","place-kntst","82","8","14","08:00:00","6","1","77"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kent Street","place-kntst","104","9","14","09:00:00","7","1","105"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kent Street","place-kntst","143","22","14","10:00:00","10","2","154"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kent Street","place-kntst","154","14","14","11:00:00","11","1","160"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kent Street","place-kntst","204","21","14","12:00:00","15","2","207"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kent Street","place-kntst","173","17","14","13:00:00","12","1","196"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kent Street","place-kntst","120","13","14","14:00:00","9","1","140"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kent Street","place-kntst","139","15","14","15:00:00","10","1","148"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kent Street","place-kntst","192","19","14","16:00:00","14","1","157"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kent Street","place-kntst","104","6","14","17:00:00","7","0","99"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kent Street","place-kntst","179","15","14","18:00:00","13","1","160"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kent Street","place-kntst","104","9","14","19:00:00","7","1","114"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kent Street","place-kntst","65","9","14","20:00:00","5","1","81"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kent Street","place-kntst","38","3","14","21:00:00","3","0","48"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kent Street","place-kntst","44","4","14","22:00:00","3","0","46"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Kent Street","place-kntst","25","8","14","23:00:00","2","1","42"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Lechmere","place-lech","0","1","10","00:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Lechmere","place-lech","0","6","10","05:00:00","0","1","2"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Lechmere","place-lech","0","1","10","08:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Lechmere","place-lech","0","0","10","09:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Lechmere","place-lech","0","1","10","10:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Lechmere","place-lech","0","4","10","12:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Lechmere","place-lech","0","1","10","19:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Lechmere","place-lech","0","2","10","22:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Magoun Square","place-mgngl","0","2","10","05:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Medford/Tufts","place-mdftf","0","2","10","05:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Medford/Tufts","place-mdftf","0","0","10","06:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","North Station","place-north","0","55","13","00:00:00","0","4","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","North Station","place-north","0","16","13","01:00:00","0","1","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","North Station","place-north","0","6","13","02:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","North Station","place-north","20","103","13","05:00:00","2","8","3"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","North Station","place-north","0","6","13","06:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","North Station","place-north","0","31","13","07:00:00","0","2","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","North Station","place-north","0","104","13","08:00:00","0","8","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","North Station","place-north","0","54","13","09:00:00","0","4","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","North Station","place-north","0","165","13","10:00:00","0","13","1"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","North Station","place-north","0","100","13","11:00:00","0","8","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","North Station","place-north","0","105","13","12:00:00","0","8","1"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","North Station","place-north","0","262","13","13:00:00","0","20","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","North Station","place-north","0","0","13","14:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","North Station","place-north","0","324","13","15:00:00","0","25","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","North Station","place-north","0","0","13","16:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","North Station","place-north","0","0","13","17:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","North Station","place-north","0","0","13","18:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","North Station","place-north","0","102","13","19:00:00","0","8","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","North Station","place-north","0","0","13","20:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","North Station","place-north","0","0","13","21:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","North Station","place-north","0","131","13","22:00:00","0","10","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","North Station","place-north","0","729","13","23:00:00","0","56","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Park Street","place-pktrm","329","858","14","00:00:00","24","61","84"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Park Street","place-pktrm","113","312","14","01:00:00","8","22","25"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Park Street","place-pktrm","10","30","14","02:00:00","1","2","3"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Park Street","place-pktrm","0","0","14","03:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Park Street","place-pktrm","0","0","14","04:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Park Street","place-pktrm","145","101","14","05:00:00","10","7","24"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Park Street","place-pktrm","126","204","14","06:00:00","9","15","20"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Park Street","place-pktrm","236","356","14","07:00:00","17","25","38"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Park Street","place-pktrm","210","472","14","08:00:00","15","34","38"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Park Street","place-pktrm","282","737","14","09:00:00","20","53","60"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Park Street","place-pktrm","372","1081","14","10:00:00","27","77","95"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Park Street","place-pktrm","588","1718","14","11:00:00","42","123","117"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Park Street","place-pktrm","774","2548","14","12:00:00","55","182","166"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Park Street","place-pktrm","842","2405","14","13:00:00","60","172","187"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Park Street","place-pktrm","842","2744","14","14:00:00","60","196","177"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Park Street","place-pktrm","895","3161","14","15:00:00","64","226","229"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Park Street","place-pktrm","728","3025","14","16:00:00","52","216","175"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Park Street","place-pktrm","826","3578","14","17:00:00","59","256","192"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Park Street","place-pktrm","815","3854","14","18:00:00","58","275","221"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Park Street","place-pktrm","477","2707","14","19:00:00","34","193","143"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Park Street","place-pktrm","422","2153","14","20:00:00","30","154","116"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Park Street","place-pktrm","432","1701","14","21:00:00","31","122","105"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Park Street","place-pktrm","617","1377","14","22:00:00","44","98","147"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Park Street","place-pktrm","455","1283","14","23:00:00","33","92","195"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Mary's Street","place-smary","27","12","14","00:00:00","2","1","12"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Mary's Street","place-smary","0","2","14","01:00:00","0","0","1"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Mary's Street","place-smary","0","0","14","02:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Mary's Street","place-smary","0","0","14","03:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Mary's Street","place-smary","0","0","14","04:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Mary's Street","place-smary","20","6","14","05:00:00","1","0","8"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Mary's Street","place-smary","45","17","14","06:00:00","3","1","29"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Mary's Street","place-smary","94","30","14","07:00:00","7","2","57"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Mary's Street","place-smary","98","50","14","08:00:00","7","4","77"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Mary's Street","place-smary","145","70","14","09:00:00","10","5","122"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Mary's Street","place-smary","193","133","14","10:00:00","14","9","165"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Mary's Street","place-smary","253","136","14","11:00:00","18","10","172"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Mary's Street","place-smary","324","175","14","12:00:00","23","13","216"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Mary's Street","place-smary","297","164","14","13:00:00","21","12","219"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Mary's Street","place-smary","269","135","14","14:00:00","19","10","151"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Mary's Street","place-smary","243","162","14","15:00:00","17","12","175"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Mary's Street","place-smary","273","154","14","16:00:00","20","11","171"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Mary's Street","place-smary","170","95","14","17:00:00","12","7","106"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Mary's Street","place-smary","248","170","14","18:00:00","18","12","172"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Mary's Street","place-smary","158","129","14","19:00:00","11","9","119"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Mary's Street","place-smary","149","96","14","20:00:00","11","7","88"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Mary's Street","place-smary","131","49","14","21:00:00","9","3","59"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Mary's Street","place-smary","81","28","14","22:00:00","6","2","51"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Mary's Street","place-smary","97","22","14","23:00:00","7","2","49"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Paul Street","place-stpul","22","2","14","00:00:00","2","0","10"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Paul Street","place-stpul","3","2","14","01:00:00","0","0","1"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Paul Street","place-stpul","0","0","14","02:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Paul Street","place-stpul","0","0","14","03:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Paul Street","place-stpul","0","0","14","04:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Paul Street","place-stpul","12","1","14","05:00:00","1","0","8"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Paul Street","place-stpul","49","4","14","06:00:00","4","0","23"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Paul Street","place-stpul","97","2","14","07:00:00","7","0","45"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Paul Street","place-stpul","185","5","14","08:00:00","13","0","71"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Paul Street","place-stpul","311","8","14","09:00:00","22","1","107"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Paul Street","place-stpul","359","28","14","10:00:00","26","2","139"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Paul Street","place-stpul","345","22","14","11:00:00","25","2","154"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Paul Street","place-stpul","395","29","14","12:00:00","28","2","188"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Paul Street","place-stpul","364","35","14","13:00:00","26","3","185"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Paul Street","place-stpul","265","17","14","14:00:00","19","1","133"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Paul Street","place-stpul","265","26","14","15:00:00","19","2","150"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Paul Street","place-stpul","247","28","14","16:00:00","18","2","140"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Paul Street","place-stpul","192","9","14","17:00:00","14","1","89"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Paul Street","place-stpul","267","25","14","18:00:00","19","2","153"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Paul Street","place-stpul","210","36","14","19:00:00","15","3","102"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Paul Street","place-stpul","124","52","14","20:00:00","9","4","76"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Paul Street","place-stpul","87","20","14","21:00:00","6","1","46"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Paul Street","place-stpul","100","25","14","22:00:00","7","2","42"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Saint Paul Street","place-stpul","71","25","14","23:00:00","5","2","40"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Science Park/West End","place-spmnl","0","2","12","00:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Science Park/West End","place-spmnl","0","0","12","01:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Science Park/West End","place-spmnl","0","0","12","02:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Science Park/West End","place-spmnl","2","17","12","05:00:00","0","1","2"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Science Park/West End","place-spmnl","0","0","12","06:00:00","0","0","0"
"Light Rail","Fall 2025","Green-C","Green Line C","EB","day_type_02","Saturday","Science Park/West End","place-spmnl","0","0","12","07:00:00","0","0","0"
