"mode","season","route_id","route_name","dir_id","day_type_id","day_type_name","stop_name","parent_station","total_ons","total_offs","number_service_days","hour_of_service","average_ons","average_offs","average_flow"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Airport","place-aport","3641","7825","73","00:00:00","50","107","372"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Airport","place-aport","698","2113","73","01:00:00","10","29","88"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Airport","place-aport","86","424","73","02:00:00","1","6","18"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Airport","place-aport","0","1","73","03:00:00","0","0","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Airport","place-aport","0","2","73","04:00:00","0","0","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Airport","place-aport","1378","2566","73","05:00:00","19","35","86"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Airport","place-aport","2718","6690","73","06:00:00","37","92","197"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Airport","place-aport","3412","7581","73","07:00:00","47","104","240"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Airport","place-aport","3384","7875","73","08:00:00","46","108","232"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Airport","place-aport","3090","6982","73","09:00:00","42","96","253"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Airport","place-aport","3627","8017","73","10:00:00","50","110","340"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Airport","place-aport","4144","10081","73","11:00:00","57","138","416"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Airport","place-aport","5755","13104","73","12:00:00","79","180","564"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Airport","place-aport","6467","14582","73","13:00:00","89","200","664"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Airport","place-aport","9575","21827","73","14:00:00","131","299","1054"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Airport","place-aport","10708","27828","73","15:00:00","147","381","1516"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Airport","place-aport","12274","33084","73","16:00:00","168","453","1920"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Airport","place-aport","11445","37928","73","17:00:00","157","520","2152"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Airport","place-aport","8838","27087","73","18:00:00","121","371","1357"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Airport","place-aport","7722","20901","73","19:00:00","106","286","938"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Airport","place-aport","7556","17128","73","20:00:00","104","235","744"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Airport","place-aport","8229","17571","73","21:00:00","113","241","758"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Airport","place-aport","9433","18791","73","22:00:00","129","257","893"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Airport","place-aport","8609","16494","73","23:00:00","118","226","845"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Aquarium","place-aqucl","6706","393","73","00:00:00","92","5","594"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Aquarium","place-aqucl","823","98","73","01:00:00","11","1","103"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Aquarium","place-aqucl","112","23","73","02:00:00","2","0","22"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Aquarium","place-aqucl","0","0","73","03:00:00","0","0","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Aquarium","place-aqucl","0","1","73","04:00:00","0","0","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Aquarium","place-aqucl","959","977","73","05:00:00","13","13","137"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Aquarium","place-aqucl","1751","2317","73","06:00:00","24","32","292"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Aquarium","place-aqucl","3038","4352","73","07:00:00","42","60","401"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Aquarium","place-aqucl","3186","5513","73","08:00:00","44","76","407"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Aquarium","place-aqucl","3040","5027","73","09:00:00","42","69","430"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Aquarium","place-aqucl","3529","4236","73","10:00:00","48","58","548"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Aquarium","place-aqucl","4399","4325","73","11:00:00","60","59","680"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Aquarium","place-aqucl","6162","4452","73","12:00:00","84","61","871"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Aquarium","place-aqucl","8765","5044","73","13:00:00","120","69","1120"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Aquarium","place-aqucl","13898","6437","73","14:00:00","190","88","1699"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Aquarium","place-aqucl","20452","8045","73","15:00:00","280","110","2403"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Aquarium","place-aqucl","27982","7608","73","16:00:00","383","104","3028"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Aquarium","place-aqucl","29807","6039","73","17:00:00","408","83","3316"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Aquarium","place-aqucl","18408","4255","73","18:00:00","252","58","2136"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Aquarium","place-aqucl","12786","2590","73","19:00:00","175","35","1504"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Aquarium","place-aqucl","12164","1876","73","20:00:00","167","26","1170"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Aquarium","place-aqucl","14796","1457","73","21:00:00","203","20","1232"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Aquarium","place-aqucl","16569","1278","73","22:00:00","227","18","1520"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Aquarium","place-aqucl","14691","799","73","23:00:00","201","11","1269"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Beachmont","place-bmmnl","105","6886","73","00:00:00","1","94","174"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Beachmont","place-bmmnl","33","1484","73","01:00:00","0","20","37"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Beachmont","place-bmmnl","16","306","73","02:00:00","0","4","8"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Beachmont","place-bmmnl","0","0","73","03:00:00","0","0","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Beachmont","place-bmmnl","8","1","73","04:00:00","0","0","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Beachmont","place-bmmnl","433","651","73","05:00:00","6","9","32"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Beachmont","place-bmmnl","612","2024","73","06:00:00","8","28","93"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Beachmont","place-bmmnl","1854","2313","73","07:00:00","25","32","135"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Beachmont","place-bmmnl","1109","2396","73","08:00:00","15","33","122"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Beachmont","place-bmmnl","782","2855","73","09:00:00","11","39","122"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Beachmont","place-bmmnl","909","4698","73","10:00:00","12","64","164"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Beachmont","place-bmmnl","1010","5492","73","11:00:00","14","75","191"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Beachmont","place-bmmnl","900","7776","73","12:00:00","12","107","264"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Beachmont","place-bmmnl","916","8947","73","13:00:00","13","123","314"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Beachmont","place-bmmnl","1658","12880","73","14:00:00","23","176","442"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Beachmont","place-bmmnl","1532","21250","73","15:00:00","21","291","688"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Beachmont","place-bmmnl","1316","25635","73","16:00:00","18","351","868"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Beachmont","place-bmmnl","1491","31964","73","17:00:00","20","438","1051"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Beachmont","place-bmmnl","1262","21539","73","18:00:00","17","295","662"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Beachmont","place-bmmnl","898","14201","73","19:00:00","12","195","444"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Beachmont","place-bmmnl","642","10759","73","20:00:00","9","147","341"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Beachmont","place-bmmnl","547","10271","73","21:00:00","7","141","320"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Beachmont","place-bmmnl","429","14806","73","22:00:00","6","203","407"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Beachmont","place-bmmnl","283","13438","73","23:00:00","4","184","350"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Bowdoin","place-bomnl","1490","0","73","00:00:00","20","0","20"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Bowdoin","place-bomnl","275","0","73","01:00:00","4","0","4"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Bowdoin","place-bomnl","87","0","73","02:00:00","1","0","1"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Bowdoin","place-bomnl","0","0","73","03:00:00","0","0","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Bowdoin","place-bomnl","0","0","73","04:00:00","0","0","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Bowdoin","place-bomnl","497","0","73","05:00:00","7","0","7"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Bowdoin","place-bomnl","1048","0","73","06:00:00","14","0","14"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Bowdoin","place-bomnl","2542","0","73","07:00:00","35","0","35"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Bowdoin","place-bomnl","2258","0","73","08:00:00","31","0","31"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Bowdoin","place-bomnl","2823","0","73","09:00:00","39","0","39"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Bowdoin","place-bomnl","3296","0","73","10:00:00","45","0","45"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Bowdoin","place-bomnl","4603","0","73","11:00:00","63","0","63"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Bowdoin","place-bomnl","5367","0","73","12:00:00","74","0","74"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Bowdoin","place-bomnl","6184","0","73","13:00:00","85","0","85"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Bowdoin","place-bomnl","10009","0","73","14:00:00","137","0","137"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Bowdoin","place-bomnl","19432","0","73","15:00:00","266","0","266"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Bowdoin","place-bomnl","24383","0","73","16:00:00","334","0","334"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Bowdoin","place-bomnl","23093","0","73","17:00:00","316","0","316"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Bowdoin","place-bomnl","11806","0","73","18:00:00","162","0","162"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Bowdoin","place-bomnl","8377","0","73","19:00:00","115","0","115"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Bowdoin","place-bomnl","5817","0","73","20:00:00","80","0","80"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Bowdoin","place-bomnl","4764","0","73","21:00:00","65","0","65"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Bowdoin","place-bomnl","5592","0","73","22:00:00","77","0","77"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Bowdoin","place-bomnl","6305","0","73","23:00:00","86","0","86"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Government Center","place-gover","16262","42","73","00:00:00","223","1","243"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Government Center","place-gover","3341","17","73","01:00:00","46","0","49"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Government Center","place-gover","832","6","73","02:00:00","11","0","13"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Government Center","place-gover","6","0","73","03:00:00","0","0","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Government Center","place-gover","10","0","73","04:00:00","0","0","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Government Center","place-gover","4127","23","73","05:00:00","57","0","63"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Government Center","place-gover","8529","28","73","06:00:00","117","0","131"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Government Center","place-gover","11291","112","73","07:00:00","155","2","188"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Government Center","place-gover","13015","125","73","08:00:00","178","2","207"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Government Center","place-gover","14442","183","73","09:00:00","198","3","233"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Government Center","place-gover","17735","220","73","10:00:00","243","3","284"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Government Center","place-gover","21440","311","73","11:00:00","294","4","351"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Government Center","place-gover","27609","361","73","12:00:00","378","5","449"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Government Center","place-gover","30270","402","73","13:00:00","415","6","488"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Government Center","place-gover","44830","507","73","14:00:00","614","7","743"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Government Center","place-gover","65897","736","73","15:00:00","903","10","1161"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Government Center","place-gover","79395","906","73","16:00:00","1088","12","1406"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Government Center","place-gover","83395","865","73","17:00:00","1142","12","1451"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Government Center","place-gover","57017","613","73","18:00:00","781","8","934"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Government Center","place-gover","42210","356","73","19:00:00","578","5","691"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Government Center","place-gover","31346","254","73","20:00:00","429","3","507"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Government Center","place-gover","33232","154","73","21:00:00","455","2","515"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Government Center","place-gover","49822","153","73","22:00:00","682","2","758"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Government Center","place-gover","38264","149","73","23:00:00","524","2","612"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Maverick","place-mvbcl","1432","14443","73","00:00:00","20","198","411"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Maverick","place-mvbcl","343","3099","73","01:00:00","5","42","92"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Maverick","place-mvbcl","53","622","73","02:00:00","1","9","19"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Maverick","place-mvbcl","0","2","73","03:00:00","0","0","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Maverick","place-mvbcl","0","4","73","04:00:00","0","0","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Maverick","place-mvbcl","1751","2788","73","05:00:00","24","38","115"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Maverick","place-mvbcl","4050","6604","73","06:00:00","55","90","253"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Maverick","place-mvbcl","3857","11148","73","07:00:00","53","153","289"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Maverick","place-mvbcl","4585","13047","73","08:00:00","63","179","298"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Maverick","place-mvbcl","4266","12589","73","09:00:00","58","172","306"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Maverick","place-mvbcl","4662","14371","73","10:00:00","64","197","417"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Maverick","place-mvbcl","4716","17096","73","11:00:00","65","234","510"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Maverick","place-mvbcl","5327","22241","73","12:00:00","73","305","644"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Maverick","place-mvbcl","5985","26344","73","13:00:00","82","361","773"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Maverick","place-mvbcl","8875","41620","73","14:00:00","122","570","1250"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Maverick","place-mvbcl","10866","55925","73","15:00:00","149","766","1809"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Maverick","place-mvbcl","11590","63520","73","16:00:00","159","870","2196"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Maverick","place-mvbcl","11743","75038","73","17:00:00","161","1028","2475"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Maverick","place-mvbcl","9362","53985","73","18:00:00","128","740","1590"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Maverick","place-mvbcl","7376","38628","73","19:00:00","101","529","1124"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Maverick","place-mvbcl","5674","28790","73","20:00:00","78","394","854"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Maverick","place-mvbcl","4532","30591","73","21:00:00","62","419","899"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Maverick","place-mvbcl","4355","35490","73","22:00:00","60","486","1044"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Maverick","place-mvbcl","3231","30901","73","23:00:00","44","423","935"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Orient Heights","place-orhte","363","7586","73","00:00:00","5","104","266"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Orient Heights","place-orhte","49","1819","73","01:00:00","1","25","60"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Orient Heights","place-orhte","14","381","73","02:00:00","0","5","12"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Orient Heights","place-orhte","0","0","73","03:00:00","0","0","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Orient Heights","place-orhte","0","2","73","04:00:00","0","0","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Orient Heights","place-orhte","338","1353","73","05:00:00","5","19","38"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Orient Heights","place-orhte","764","3569","73","06:00:00","10","49","116"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Orient Heights","place-orhte","1040","4744","73","07:00:00","14","65","150"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Orient Heights","place-orhte","1123","5151","73","08:00:00","15","71","143"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Orient Heights","place-orhte","1215","5180","73","09:00:00","17","71","164"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Orient Heights","place-orhte","1217","6841","73","10:00:00","17","94","238"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Orient Heights","place-orhte","1145","7809","73","11:00:00","16","107","275"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Orient Heights","place-orhte","1528","10607","73","12:00:00","21","145","380"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Orient Heights","place-orhte","1419","12504","73","13:00:00","19","171","444"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Orient Heights","place-orhte","1781","19817","73","14:00:00","24","271","692"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Orient Heights","place-orhte","2260","26825","73","15:00:00","31","367","1066"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Orient Heights","place-orhte","2227","33050","73","16:00:00","31","453","1295"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Orient Heights","place-orhte","2379","41294","73","17:00:00","33","566","1545"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Orient Heights","place-orhte","1859","26551","73","18:00:00","25","364","969"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Orient Heights","place-orhte","1399","18423","73","19:00:00","19","252","640"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Orient Heights","place-orhte","1368","14663","73","20:00:00","19","201","511"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Orient Heights","place-orhte","1242","14352","73","21:00:00","17","197","494"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Orient Heights","place-orhte","870","17170","73","22:00:00","12","235","597"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Orient Heights","place-orhte","594","15211","73","23:00:00","8","208","560"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Revere Beach","place-rbmnl","39","7411","73","00:00:00","1","102","79"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Revere Beach","place-rbmnl","35","1568","73","01:00:00","0","21","17"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Revere Beach","place-rbmnl","10","306","73","02:00:00","0","4","4"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Revere Beach","place-rbmnl","0","0","73","03:00:00","0","0","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Revere Beach","place-rbmnl","3","7","73","04:00:00","0","0","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Revere Beach","place-rbmnl","61","636","73","05:00:00","1","9","20"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Revere Beach","place-rbmnl","264","2574","73","06:00:00","4","35","62"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Revere Beach","place-rbmnl","273","4464","73","07:00:00","4","61","77"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Revere Beach","place-rbmnl","266","4159","73","08:00:00","4","57","68"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Revere Beach","place-rbmnl","224","3848","73","09:00:00","3","53","70"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Revere Beach","place-rbmnl","266","5143","73","10:00:00","4","70","95"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Revere Beach","place-rbmnl","362","5862","73","11:00:00","5","80","117"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Revere Beach","place-rbmnl","345","7671","73","12:00:00","5","105","162"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Revere Beach","place-rbmnl","348","8793","73","13:00:00","5","120","192"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Revere Beach","place-rbmnl","1344","12776","73","14:00:00","18","175","289"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Revere Beach","place-rbmnl","738","19575","73","15:00:00","10","268","428"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Revere Beach","place-rbmnl","459","22066","73","16:00:00","6","302","559"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Revere Beach","place-rbmnl","384","22399","73","17:00:00","5","307","740"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Revere Beach","place-rbmnl","297","16215","73","18:00:00","4","222","461"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Revere Beach","place-rbmnl","205","12897","73","19:00:00","3","177","282"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Revere Beach","place-rbmnl","135","10109","73","20:00:00","2","138","205"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Revere Beach","place-rbmnl","134","10311","73","21:00:00","2","141","180"
