zip_code,postal_area_name,city,county,chia_region
02163,Boston,Boston,Suffolk,Metro Boston
02164,Newton,Newton,Middlesex,Metro Boston
02167,Chestnut Hill,Newton,Middlesex,Metro Boston
02168,Waban,Newton,Middlesex,Metro Boston 
02169,Quincy,Quincy,Norfolk,Metro South
02170,Quincy,Quincy,Norfolk,Metro South
02171,Quincy,Quincy,Norfolk,Metro Boston
02172,Watertown,Watertown,Middlesex,Metro Boston
02174,Arlington,Arlington,Middlesex,Northeastern Massachusetts
02176,Melrose,Melrose,Middlesex,Metro Boston
02178,Belmont,Belmont,Middlesex,Metro Boston 
02180,Stoneham,Stoneham,Middlesex,Northeastern Massachusetts
02181,Wellesley,Wellesley,Norfolk,Metro Boston 
02184,Braintree,Braintree,Norfolk,Metro South
02185,Braintree,Braintree,Norfolk,Metro Boston 
02186,Milton,Milton,Norfolk,Metro Boston
02187,Milton Village ,Milton,Norfolk,Metro Boston 
02188,Weymouth,Weymouth,Norfolk,Metro South
02189,East Weymouth,Weymouth,Norfolk,Metro South
02190,South Weymouth,Weymouth,Norfolk,Metro South
02191,North Weymouth,Weymouth,Norfolk,Metro South
02192,Needham,Needham,Norfolk,Metro Boston 
02193,Weston ,Weston,Middlesex,Metro Boston 
02194,Needham,Needham,Norfolk,Metro Boston
02196,Boston,Boston,Suffolk,Metro Boston
02199,Boston,Boston,Suffolk,Metro Boston
02201,Boston,Boston,Suffolk,Metro Boston
02203,Boston,Boston,Suffolk,Metro Boston
02204,Boston,Boston,Suffolk,Metro Boston
02205,Boston,Boston,Suffolk,Metro Boston
02206,Boston,Boston,Suffolk,Metro Boston
02210,Boston,Boston,Suffolk,Metro Boston
02211,Boston,Boston,Suffolk,Metro Boston
02212,Boston,Boston,Suffolk,Metro Boston
02215,Boston,Boston,Suffolk,Metro Boston
02216,Boston,Boston,Suffolk,Metro Boston
02217,Boston,Boston,Suffolk,Metro Boston
02218,Boston,Boston,Suffolk,Metro Boston
02222,Boston,Boston,Suffolk,Metro Boston
02228,East Boston,Boston,Suffolk,Metro Boston
02238,Cambridge,Cambridge,Middlesex,Metro Boston 
02241,Boston,Boston,Suffolk,Metro Boston 
02246,Brookline,Brookline,Norfolk,Metro Boston 
02254,Nantucket ,Nantucket,Nantucket,Cape and Islands
02266,Boston,Boston,Suffolk,Metro Boston 
02269,Quincy,Quincy,Norfolk,Metro South
02295,Boston,Boston,Suffolk,Metro Boston 
02297,Boston,Boston,Suffolk,Metro Boston 
02298,Boston,Boston,Suffolk,Metro Boston 
02301,Brockton,Brockton,Plymouth,Metro South
02302,Brockton,Brockton,Plymouth,Metro South
02303,Brockton,Brockton ,Plymouth,Metro South
02304,Brockton,Brockton ,Plymouth,Metro South
02305,Brockton,Brockton ,Plymouth,Metro South
02315,Brighton,Boston,Suffolk,Metro Boston
02322,Avon,Avon,Norfolk,Metro South
02324,Bridgewater,Bridgewater,Plymouth,Metro South
02325,Bridgewater ,Bridgewater,Plymouth,Metro South 
02327,Pembroke,Pembroke,Plymouth,Metro South 
02330,Carver,Carver,Plymouth,Metro South
02331,Duxbury,Duxbury,Plymouth,Metro South 
02332,Duxbury,Duxbury,Plymouth,Metro South
02333,East Bridgewater,East Bridgewater,Plymouth,Metro South
02334,Easton,Easton,Bristol,Metro South 
02337,Elmwood,East Bridgewater,Plymouth,Metro South 
02338,Halifax,Halifax,Plymouth,Metro South
02339,Hanover,Hanover,Plymouth,Metro South
02340,Hanover ,Hanover,Plymouth,Metro South 
02341,Hanson,Hanson,Plymouth,Metro South
02343,Holbrook,Holbrook,Norfolk,Metro South
02344,Easton,Easton,Bristol,Metro South 
02345,Manomet,Plymouth,Plymouth,Metro South 
02346,Middleboro,Middleborough,Plymouth,Metro South
02347,Lakeville,Lakeville,Plymouth,Metro South
02348,Lakeville,Lakeville,Plymouth,Metro South 
02349,Middleborough,Middleborough,Plymouth,Metro South 
02350,Monposett,Hanson,Plymouth,Metro South 
02351,Abington,Abington,Plymouth,Metro South
02355,North Carver,Carver,Plymouth,Metro South 
02356,North Easton,Easton,Bristol,Metro South
02357,North Easton,Easton,Bristol,Metro South 
02358,North Pembroke,Pembroke,Plymouth,Metro South 
02359,Pembroke,Pembroke,Plymouth,Metro South
02360,Plymouth,Plymouth,Plymouth,Metro South
02361,Plymouth,Plymouth,Plymouth,Metro South 
02362,Plymouth,Plymouth,Plymouth,Metro South 
02364,Kingston,Kingston,Plymouth,Metro South
02366,North Carver,Carver,Plymouth,Metro South 
02367,Plympton,Plympton,Plymouth,Metro South
02368,Randolph,Randolph,Norfolk,Metro South
02370,Rockland,Rockland,Plymouth,Metro South
02375,South Easton,Easton,Bristol,Metro South
02379,West Bridgewater,West Bridgewater,Plymouth,Metro South
02381,Plymouth,Plymouth,Plymouth,Metro South 
02382,Whitman,Whitman,Plymouth,Metro South
02383,Whitman,Whitman,Plymouth,Metro South 
02401,Brockton,Brockton ,Plymouth,Metro South
02402,Brockton,Brockton ,Plymouth,Metro South
02408,Boston,Boston,Suffolk,Metro Boston 
02415,Waltham,Waltham,Middlesex,Metro Boston 
02420,Lexington,Lexington,Middlesex,Northeastern Massachusetts
02421,Lexington,Lexington,Middlesex,Northeastern Massachusetts
02445,Brookline,Brookline,Norfolk,Metro Boston
02446,Brookline,Brookline,Norfolk,Metro Boston
02447,Brookline,Brookline,Norfolk,Metro Boston 
02451,Waltham,Waltham,Middlesex,Metro Boston
02452,Waltham,Waltham,Middlesex,Metro Boston
02453,Waltham,Waltham,Middlesex,Metro Boston
02454,Waltham,Waltham,Middlesex,Metro Boston 
02455,Waltham,Waltham,Middlesex,Metro Boston 
02456,Newton,Newton,Middlesex,Metro Boston 
02457,Wellesley,Wellesley,Norfolk,Metro Boston 
02458,Newton,Newton,Middlesex,Metro Boston
02459,Newton Center,Newton,Middlesex,Metro Boston
02460,Newtonville,Newton,Middlesex,Metro Boston
02461,Newton Highlands,Newton,Middlesex,Metro Boston
02462,Newton Lower Falls,Newton,Middlesex,Metro Boston
02464,Newton Upper Falls,Newton,Middlesex,Metro Boston
02465,West Newton,Newton,Middlesex,Metro Boston
02466,Auburndale,Newton,Middlesex,Metro Boston
02467,Chestnut Hill,Brookline,Norfolk,Metro Boston
02467,Chestnut Hill,Boston,Suffolk,Metro Boston
02467,Chestnut Hill,Newton,Middlesex,Metro Boston
02468,Waban,Newton,Middlesex,Metro Boston
02471,Watertown,Watertown,Middlesex,Metro Boston
02472,Watertown,Watertown,Middlesex,Metro Boston
02474,Arlington,Arlington,Middlesex,Northeastern Massachusetts
02475,Arligton Heights,Arlington,Middlesex,Northeastern Massachusetts
02476,Arlington,Arlington,Middlesex,Northeastern Massachusetts
02477,Watertown,Watertown,Middlesex,Metro Boston
02478,Belmont,Belmont,Middlesex,Metro Boston
02479,Waverley,Belmont,Middlesex,Metro Boston
02481,Wellesley Hills,Wellesley,Norfolk,Metro Boston
02482,Wellesley,Wellesley,Norfolk,Metro Boston
02492,Needham,Needham,Norfolk,Metro Boston
02493,Weston,Weston,Middlesex,Metro Boston
02494,Needham Heights,Needham,Norfolk,Metro Boston
02495,Newton,Newton,Middlesex,Metro Boston 
02532,Buzzards Bay,Wareham,Plymouth,Cape and Islands
02532,Buzzards Bay,Bourne,Barnstable,Cape and Islands
02534,Cataumet,Bourne,Barnstable,Cape and Islands
02535,Chilmark,Chilmark,Dukes,Cape and Islands
02536,East Falmouth,Falmouth,Barnstable,Cape and Islands
02537,East Sandwich,Sandwich,Barnstable,Cape and Islands
02538,East Wareham,Wareham,Plymouth,Southcoast
02539,Edgartown,Edgartown,Dukes,Cape and Islands
02540,Falmouth,Falmouth,Barnstable,Cape and Islands
02541,Falmouth,Falmouth,Barnstable,Cape and Islands
02542,Buzzards Bay,Sandwich,Barnstable,Cape and Islands
02543,Woods Hole,Falmouth,Barnstable,Southcoast
02552,Chilmark,Chilmark,Dukes,Cape and Islands
02553,Monument Beach,Bourne,Barnstable,Cape and Islands
02554,Nantucket,Nantucket,Nantucket,Cape and Islands
02556,North Falmouth,Falmouth,Barnstable,Cape and Islands
02557,Oak Bluffs,Oak Bluffs,Dukes,Cape and Islands
02558,Onset,Wareham,Plymouth,Southcoast
02559,Pocasset,Bourne,Barnstable,Cape and Islands
02561,Sagamore,Bourne,Barnstable,Cape and Islands
02562,Sagamore Beach,Bourne,Barnstable,Cape and Islands
02563,Sandwich,Sandwich,Barnstable,Cape and Islands
02564,Siasconset,Nantucket,Nantucket,Cape and Islands
02565,Falmouth,Falmouth,Barnstable,Cape and Islands
02568,Vineyard Haven,West Tisbury,Dukes,Cape and Islands
02571,Wareham,Wareham,Plymouth,Southcoast
02573,Tisbury,Tisbury,Dukes,Cape and Islands
02574,West Falmouth,Falmouth,Barnstable,Cape and Islands
02575,West Tisbury,West Tisbury,Dukes,Cape and Islands
02576,West Wareham,Wareham,Plymouth,Southcoast
02584,Nantucket,Nantucket,Nantucket,Cape and Islands
02601,Hyannis,Barnstable,Barnstable,Cape and Islands
02630,Barnstable,Barnstable,Barnstable,Cape and Islands
02631,Brewster,Brewster,Barnstable,Cape and Islands
02632,Centerville,Barnstable,Barnstable,Cape and Islands
02633,Chatham,Chatham,Barnstable,Cape and Islands
02634,Barnstable,Barnstable,Barnstable,Cape and Islands
02635,Cotuit,Barnstable,Barnstable,Cape and Islands
02636,Centerville,Barnstable,Barnstable,Cape and Islands
02637,Cummaquid,Barnstable,Barnstable,Cape and Islands
02638,Dennis,Dennis,Barnstable,Cape and Islands
02639,Dennis Port,Dennis,Barnstable,Cape and Islands
02641,East Dennis,Dennis,Barnstable,Cape and Islands
02642,Eastham,Eastham,Barnstable,Cape and Islands
02643,Orleans,Orleans,Barnstable,Cape and Islands
02644,Forestdale,Sandwich,Barnstable,Cape and Islands
02645,Harwich,Harwich,Barnstable,Cape and Islands
02646,Harwich Port,Harwich,Barnstable,Cape and Islands
02647,Hyannis Port,Barnstable,Barnstable,Cape and Islands
02648,Marstons Mills,Barnstable,Barnstable,Cape and Islands
02649,Mashpee,Mashpee,Barnstable,Cape and Islands
02650,North Chatham,Chatham,Barnstable,Cape and Islands
02651,North Eastham,Eastham,Barnstable,Cape and Islands
02652,North Truro,Truro,Barnstable,Cape and Islands
02653,Orleans,Orleans,Barnstable,Cape and Islands
02655,Osterville,Barnstable,Barnstable,Cape and Islands
02657,Provincetown,Provincetown,Barnstable,Cape and Islands
02659,South Chatham,Chatham,Barnstable,Cape and Islands
02660,South Dennis,Dennis,Barnstable,Cape and Islands
02661,Harwich,Harwich,Barnstable,Cape and Islands
02662,Brewster,Brewster,Barnstable,Cape and Islands
02663,South Wellfleet,Wellfleet,Barnstable,Cape and Islands
02664,South Yarmouth,Yarmouth,Barnstable,Cape and Islands
02666,Truro,Truro,Barnstable,Cape and Islands
02667,Wellfleet,Wellfleet,Barnstable,Cape and Islands
02668,West Barnstable,Barnstable,Barnstable,Cape and Islands
02669,Chatham,Chatham,Barnstable,Cape and Islands
02670,West Dennis,Dennis,Barnstable,Cape and Islands
02671,West Harwich,Harwich,Barnstable,Cape and Islands
02672,West Hyannisport,Barnstable,Barnstable,Cape and Islands
02673,West Yarmouth,Yarmouth,Barnstable,Cape and Islands
02675,Yarmouth Port,Yarmouth,Barnstable,Cape and Islands
02702,Assonet,Freetown,Bristol,Southcoast
02703,Attleboro,Attleboro,Bristol,Metro West
02712,Chartley,Norton,Bristol,Metro West 
02713,Cuttyhunk,Gosnold,Dukes,Southcoast
02714,Dartmouth,Dartmouth,Bristol,Southcoast 
02715,Dighton,Dighton,Bristol,Metro South
02717,East Freetown,Freetown,Bristol,Southcoast
02718,East Taunton,Taunton,Bristol,Metro South
02719,Fairhaven,Fairhaven,Bristol,Southcoast
02720,Fall River,Fall River,Bristol,Southcoast
02721,Fall River,Fall River,Bristol,Southcoast
02722,Fall River,Fall River,Bristol,Southcoast 
02723,Fall River,Fall River,Bristol,Southcoast
02724,Fall River,Fall River,Bristol,Southcoast
02725,Somerset,Somerset,Bristol,Southcoast
02726,Somerset,Somerset,Bristol,Southcoast
02738,Marion,Marion,Plymouth,Southcoast
02739,Mattapoisett,Mattapoisett,Plymouth,Southcoast
02740,New Bedford,New Bedford,Bristol,Southcoast
02741,New Bedford ,New Bedford ,Bristol,Southcoast 
02742,New Bedford ,New Bedford ,Bristol,Southcoast 
02743,Acushnet,Acushnet,Bristol,Southcoast
02744,New Bedford,New Bedford,Bristol,Southcoast
02745,New Bedford,New Bedford,Bristol,Southcoast
02746,New Bedford,New Bedford,Bristol,Southcoast
02747,North Dartmouth,Dartmouth,Bristol,Southcoast
02748,South Dartmouth,Dartmouth,Bristol,Southcoast
02751,Wareham,Wareham,Plymouth,Southcoast 
02756,Wareham,Wareham,Plymouth,Southcoast 
02760,North Attleboro,North Attleborough,Bristol,Metro West
02761,North Attleborough,North Attleborough,Bristol,Metro West 
02762,Plainville,Plainville,Norfolk,Metro West
02763,Attleboro Falls,North Attleborough,Bristol,Metro West
02764,North Dighton,Dighton,Bristol,Metro South
02766,Norton,Norton,Bristol,Metro West
02767,Raynham,Raynham,Bristol,Metro South
02768,Raynham,Raynham,Bristol,Metro South 
02769,Rehoboth,Rehoboth,Bristol,Metro West
02770,Rochester,Rochester,Plymouth,Southcoast
02771,Seekonk,Seekonk,Bristol,Metro West
02777,Swansea,Swansea,Bristol,Southcoast
02779,Berkley,Berkley,Bristol,Metro South
02780,Taunton,Taunton,Bristol,Metro South
02783,Taunton,Taunton ,Bristol,Metro South 
02790,Westport,Westport,Bristol,Southcoast
02791,Westport Point,Westport,Bristol,Southcoast
5501,Andover,Andover,Essex,Northeastern Massachusetts
5544,Andover,Andover,Essex,Northeastern Massachusetts
